     0700    0708.24   1.01170
     0800    0809.41   1.01172
     0900    0910.59   1.01175
     1000    1011.76   1.01178
     1100    1112.94   1.01183
     1200    1214.12   1.01188
     1300    1315.31   1.01193
     1400    1416.50   1.01200
     1500    1517.70   1.01207
     1600    1618.91   1.01214
     1700    1720.12   1.01222
     1800    1821.35   1.01231
     1900    1922.58   1.01240
     2000    2023.82   1.01249
     2100    2125.07   1.01257
     2200    2226.32   1.01266
     2300    2327.59   1.01276
     2400    2428.86   1.01287
     2500    2530.15   1.01299
     2600    2631.45   1.01311
     2700    2732.76   1.01322
     2800    2834.08   1.01335
     2900    2935.42   1.01349
     3000    3036.77   1.01363
     3100    3138.13   1.01376
     3200    3239.51   1.01390
     3300    3340.90   1.01404
     3400    3442.30   1.01416
     3500    3543.72   1.01426
     3600    3645.14   1.01434
     3700    3746.58   1.01444
     3800    3848.02   1.01453
     3900    3949.47   1.01462
     4000    4050.94   1.01470
     4100    4152.41   1.01478
     4200    4253.88   1.01487
     4300    4355.37   1.01493
     4400    4456.86   1.01498
     4500    4558.36   1.01503
     4600    4659.86   1.01508
     4700    4761.37   1.01511
     4800    4862.88   1.01514
     4900    4964.40   1.01517
     5000    5065.91   1.01517
     5100    5167.43   1.01518
     5200    5268.95   1.01517
     5300    5370.47   1.01516
     5400    5471.98   1.01513
     5500    5573.50   1.01508
     5600    5675.00   1.01503
     5700    5776.51   1.01498
     5800    5878.00   1.01490
     5900    5979.49   1.01481
     6000    6080.98   1.01470
     6100    6182.45   1.01456
     6200    6283.90   1.01440
     6300    6385.34   1.01421
     6400    6486.76   1.01399
     6500    6588.16   1.01376
     6600    6689.54   1.01350
     6700    6790.89   1.01323
     6800    6892.21   1.01297
     6900    6993.51   1.01245
     7000    7094.75         1
  913     1.00000000         1
      000     000.00   1.02098
      100     102.10   1.02078
      200     204.18   1.02062
      300     306.24   1.02049
      400     408.29   1.02039
      500     510.32   1.02031
      600     612.36   1.02024
      700     714.38   1.02019
      800     816.40   1.02016
      900     918.41   1.02013
     1000    1020.43   1.02010
     1100    1122.44   1.02008
     1200    1224.44   1.02006
     1300    1326.45   1.02004
     1400    1428.45   1.02001
     1500    1530.45   1.01999
     1600    1632.45   1.01997
     1700    1734.45   1.01997
     1800    1836.45   1.01997
     1900    1938.44   1.02000
     2000    2040.44   1.02004
     2100    2142.45   1.02006
     2200    2244.45   1.02009
     2300    2346.46   1.02014
